"BAAN NUMBER", "SAP NUMBER", "MATERIAL DESCRIPTION", "PURCHASE ORDER TEXT"
"303304","1206050","PUSH BUTTON E30DA","OPERATOR W/IND. LIGHT       C6-S6"
"408164","1206051","TIP CLEANER K-4","F4-S4"
"408165","1206052","CLEAR PLASTIC LENS SP-1 CR 39","PLASTIC LENS (RA064005012)     F4-S3"
"408166","1206053","OXYGEN REGULATOR 250-125-540","VICTOR  F4-S1"
"408167","1206054","NITROGEN REGULATOR","VIC0781-0543                 F4-S1"
"408168","1206055","ACETYLENE REGULATOR","250-15-51O MED.DUTY  F4-S1"
"408170","1206056","SC179 CUTTING TORCH",""
"408171","1206057","CHIPPING HAMMER  LH-2","F4-S4"
"408172","1206058","SC-12-1 TORCH TIP #1","T8-S1"
"408320","1206059","BLUE MAX 1/8"" 308/308L","LINED 033480   F3-S2"
"408440","1206060","CABLE CLAMPS 5/8"" G450 1010177","F2-S1"
"408212","1206061","BUSHING RUBBER .675 F/60000408","F/600 HOLDER OXY6671      F4-S6"
"408213","1206062","BARBED HOSE SPLICE 44","F4-S6"
"408215","1206063","CABLE 2-MBP-1","CONNECTOR MALE HALF       F4-S7"
"408216","1206064","CABLE 2-MBP-2","CONNECTOR FEMALE HALF    F4-S7"
"408217","1206065","SHADE 10 WELDING FS-5H-10","LENS FOR WELDING HELMET     F4-S8"
"408218","1206066","SHADE 11 WELDINGFS-5H-11","LENS FOR WELDING HELMET  F4-S8"
"408442","1206067","CABLE CLAMP #3/4""","F2-S7"
"408501","1206068","DUX SEAL (DC-10)","F2-S8"
"408402","1206069","CABLE CLAMP 1/8"" FORGED","F2-S1"
"413797","1206070","OIL FILTER 001158","SULLAIR   G8-S5"
"413800","1206071","PUMP, HYDRAULIC T6C-014-1R03-B5","HYDRAULIC PUMP    W6-B3"
"413501","1206072","FERULOK SLEEVE 4TX-S TYPE K","K-TYPE 4-TX-S      G6-S8"
"413502","1206073","NUT FERULOK TYPE 6-BU-S","G6-S8"
"413503","1206074","MALE ELBOW FERULOK 4-6CBU-S","TYPE 4-6CBU-S      G6-S9"
"413505","1206075","MALE 6-FBU-S","CONNECTOR FERULOK TYPE     G6-S9"
"413506","1206076","FEMALE CONNECTOR 6-GBU-S","FERULOK TYPE 6-GBU-S      G6-S9"
"413507","1206077","UNION FERULOK 6 HBUS","TYPE 6-HBU-S       G6-S9"
"413508","1206078","UNION-TEE FERULOK 6-JBU-S","G6-S9"
"413509","1206079","FERRULE FERULOK 6-TU-S","G6-S9"
"413543","1206080","HYDRAULIC FITTING MALE 16-FBUS","CONNECTOR FERULOK      G6-S5"
"418325","1206081","OFFSET LINK, 100","J7-S5"
"418326","1206082","CONNECTING LINK, 120","J7-S5"
"418177","1206083","SPIDER, SOX, L150","J8-S2"
"408179","1206084","ADJUST-O-LOCK 170","HEAD GEAR K4520696      F4-S4"
"408180","1206085","HOSE NIPPLE FOR #17","1/4"" OXYGEN HOSE     F4-S6"
"408340","1206086","7024-5/32 WELDING","RODS JETWELD-3    F3-S5"
"408341","1206087","COLD SOLDER 7101","F4-S9"
"408342","1206088","SILVER SOLDER  72310","F4-S9"
"408343","1206089","SS WELDING RODS 308-16","3/32"" S. S. SECTION       F3-S2"
"408417","1206090","CABLE TIES TY535M","F2-S2"
"519519","1206091","IC3500A403 C6 SERIES 6","GENERAL ELECTRIC RECTIFIE   K6-S6"
"519520","1206092","S5652 STOP BOLT","K6-S6"
"523917","1206093","END, PT-14881","WEAR PLATE: ROTOBLAST       M10-S1"
"408419","1206094","TRIDON CLAMP 550-072","9/16""BAND2""ID 5"" O.D.      F2-S3"
"417603","1206095","BEARING, PILLOW BLOCK 19321200","E200PB2B 2""  MOLINE   I6-S8"
"417605","1206096","BEARING, PILLOW BLOCK, 2-3/16""","TYPE E          I6-S8"
"302339","1206097","RELAY SPDT 215-0002","(1PDT)       C2-S5"
"308105","1206098","WIRE, THHN STR.RED #10","E2-S4"
"308106","1206099","WIRE, THHN STR.BLACK  #8","E2-S4"
"413904","1206100","BASE PLATE SDO5-C50-B-A","1/2"" NPT BOTTOM (DAMON)  H9-S2"
"413905","1206101","VSD05M-1A-GB-60 SOL VALVE","HYDRAULIC VALVE      G9-S6"
"520507","1206102","COVER BEARING 0018-0241-2","K8-S7"
"520508","1206103","104-2-S EXPANSION PLUG:","MODEL E GEAR BOX        K8-S7"
"413906","1206104","VALVE, HYDRAULIC (VICKERS)","#DG4S4-012C-B-60         G9-S3"
"413907","1206105","VS12M-3F-G-60-L-H HYDRAULIC VALVE","CONTINENTAL      G9-S6"
"413908","1206106","VS-50M-3A-G1BT-60 VALVE","HYDRAULIC VALVE.      H9-S1"
"523937","1206107","IMPELLER CAGE, 6-750060 M10 S-4","ROTOBLAST       M10-S4"
"523938","1206108","VANES, CURVED 6900011 C/W","8 PER SET PANGBORN       M10-S5"
"408032","1206109","TIPS MILLER 169227","F5-S7"
"408033","1206110","DEFLECTOR MILLER 169225","F5-S7"
"309842","1206111","CORD GRIPS 1 1/4""","X 1"" OPENING      E8-S4"
"414338","1206112","#3 MOLD BUGGY LIFT","CYLINDER      W12-FL"
"414339","1206113","HY-MS2-6 X 54"" HYDRAULIC CYLINDER","3"" ROD 2-R STD.-STD.      W-8"
"414340","1206114","MP12HNC * 6.00X20.00 LSM3F","HYD. CYLINDER 3"" ROD DIA.       W12-FL"
"414341","1206115","CYLINDER, HYDRAULIC, HY-MT4","3.25X9.00, #C-MT4-HH-C, 1.375 ROD, 1-14 M"
"522522","1206116","9107I0100 FITTING","M8-S11"
"522523","1206117","9107L0120 FITTING","M8-S11"
"522524","1206118","9107L0101 FITTING","M8-S11"
"523128","1206119","MOTOR, .25HP, 1750RPM,  ELE.","56C FRAME 90V DC, #CDP3310    W3-B3"
"523129","1206120","MOTOR, 1HP, 1750RPM, ELE.","90V DC 56C FRAME, #CDP3445          L4-FL"
"523130","1206121","ACTUATOR, AIR, DOUBLE, 180 DEG","ACTING MS-153-DA WHITEY(BRACKET 523175)    L5-S5"
"517440","1206122","S-29250-H SPACER: WHITING","K3-S4"
"523131","1206123","VALVE, K-23-07-08-B 3-WAY BALL","BRASS 1/2"" NPT   L5-S6"
"517444","1206124","PUSH BLOCK","HA-277-C: WHITING       K3-S6"
"416214","1206125","3/5V18.70 SHEAVE WOODS","H2-FL"
"812241","1206126","SHELL TURBO T OIL 32","OIL ROOM"
"519141","1206127","potentiometer 2010-050-5002","5,000 OHM, 25 WATT        K5-S4"
"304273","1206128","FUSE, BUSS  KTK-R-4","C8-S6"
"408583","1206129","GAUGE MAGNEHELIC  MODEL 2002","G1-S2"
"408066","1206130","VICTOR TIP 0330-0513 12-HDMP-","F4-S2"
"523919","1206131","LEVER, 109285","M10-S1"
"523920","1206132","LINK PIN, P-580002","W/ROLL PIN:ROTOBLAST      M10-S1"
"408182","1206133","SC-12-2 TORCH TIP   #2","T8-S2"
"408183","1206134","GOUGING TIP SC-13-3","F4-S4"
"306122","1206135","MOTOR, 5HP-1170RPM-215T","FRAME-230/460 VOLTS     W5-B5"
"417448","1206136","BEARING, 6200-2RS","I4-S7"
"417452","1206137","BEARING, FAFNIR WC87500","I3-S4"
"302352","1206138","RELAY 3549 KUP14A15-120V RELAY","C2-S2"
"523939","1206139","IMPELLER, SLOT 6-610648","ROTOBLAST       M10-S6"
"523940","1206140","BOLT, SPECIAL S861154","(OLD #6740277 SOCKET SET SCREW)   N10-S1"
"407536","1206141","HOSE-RED NON CONDUCTIVE 1/2""","38655 MULTIPURPOSE 300PSI                       W23-FL"
"407538","1206142","MALE CONNECTOR  AM-7","CONNECTOR 3/4"" NPT      F5-S2"
"407539","1206143","HOSE END 3/4"" AIR KING AM-6","QUICK ACTING      F5-S2"
"407540","1206144","COUPLING WASHER AWR-4 3/4""","AIR KING                  F5-S2"
"407542","1206145","Female Coupler 3/8” #25","NPT 3/8"" BODY SZ.     F5-S3"
"303110","1206146","CIRCUIT FA26030AB","BREAKERS (30 AMP I L&L     C6-S3"
"303111","1206147","CIRCUIT BREAKER QO330","(30 AMP 3 POLE)    C5-S3"
"523502","1206148","THERMOCOUPLE, 16207","SCRUBBER TUBE     L1-S2"
"817251","1206149","TUBING, BRAIDED FIBERGLASS","10-733-G-1   1/2""     Q3-S6"
"817252","1206150","TUBING, BRAIDED 10-733-G-2""","FIBERGLASS TUBING       Q3-S6"
"609122","1206151","TUBING, 1/2"" I.D. X 5/8"" O.D.","PLASTIC              107--ON FENCE"
"609139","1206152","HOSE, 2"" X 90"" W/MPT BRAIDED","P6-S5"
"418561","1206153","BELT, CX158 TRI-POWER","31&32--ON FENCE"
"302366","1206154","RELAY  PIN  28Z20A RH2B-UL 8","C2-S5"
"302711","1206155","STARTER, MOTOR","SIZE ""1"", SQ.D, MAGNETIC        C4-S7"
"302712","1206156","STARTER, MOTOR #8536SCO3V02S","SIZE ""1"", SQ. D.         C4-S7"
"303115","1206157","CIRCUIT BREAKER MA36600","(600 AMP I-LINE)  C7-FL"
"302833","1206158","OVERLOAD HEATERS B4.85","SQUARE D    C4-S4"
"302834","1206159","OVERLOAD HEATERS B5.50","C4-S4"
"303113","1206160","CIRCUIT BREAKER FA34100","100 AMP I-LINE SQUARE D     C3-S7"
"303114","1206161","CIRCUIT BREAKER CH230","(30 AMP DOUBLE P.   C5-S3"
"408413","1206162","TY-RAP TC5353A","MOUNTING CLAMP    F2-S2"
"408414","1206163","CABLE TIES TY525M","F2-S2"
"536477","1206164","HORN, VIBRATOR 12 VOLT 72102","SPARTON  P9-S4"
"522394","1206165","9107L1194 FITTING","M8-S11"
"522395","1206166","9107C2003 BUSHING","M8-S11"
"413900","1206167","VALVE, HYDRAULIC","#DG4S4-012A-50       G9-S3"
"303125","1206168","CIRCUIT BREAKER SL225","(225 AMP I-LINE)     C6-S5"
"303126","1206169","LOCK OFF HPA9FK (00980)","KIT (FOR FA & KA    C5-S4"
"302715","1206170","STARTER, MOTOR 8536SFG1V02S","ENCLOSURE MAGNETIC 120V SZ.4 NEMA-1      D5-FL"
"302716","1206171","STARTER, MANUAL, 2510MBW2 SQD","AC MANUAL 3 PHASE SIZE 0     C4-S8"
"302717","1206172","STARTER, REVERSING","SIZE ""1"", 3 POLE, 120V        C3-S8"
"303134","1206173","CIRCUIT BREAKER FA34070","70 AMP I-LINE SQUARE D    C6-S5"
"303135","1206174","CIRCUIT FA34060","BREAKER SQUARE D  I-LINE       C6-S5"
"411569","1206175","BROOM, PUSH HANDLE","WOOD 6032-L       S5-FL"
"411570","1206176","BROOM, PUSH 17"" MEDIUM","BLACK  BRISTLE 2152-L       S5-FL"
"411572","1206177","CAULKING GUN  879-428","G4-S6"
"411573","1206178","HAMMER, MAMI 6904 4 LB.SHOP","HAMMER  S3-S2"
"414113","1206179","415003 OIL SEAL","H9-S5"
"523879","1206180","SEAL, VALVE PISTON","K8-185X176.2X4.0/CDL PART# 23SEL040005  L1-S4"
"523896","1206181","CARD, MANIPULATOR CONTROL ASSY","(VERSION V4A) PART# 2217417V5BL0     T6-S2"
"523895","1206182","CARD, AMPLIFIER ASSEMBLY PCB","PART# 2217402V6L0      T6-S1"
"523894","1206183","POTENTIOMETER ASSEMBLY","SUPPLIER# 22242020          L1-S4"
"523893","1206184","CONTROL HANDLE PUSH BUTTON","ASSEMBLY C/W PALTE (VENDOR PART#236.19)       L1-S4"
"302544","1206185","CARD, 17560W16I N.O.","ISOLATED RELAY         T9-S1"
"415270","1206186","PRIMARY AIR FILTER 39322201","W-27"
"302590","1206187","CONTACT, AUXILIARY(FOR VACCUM)","CUTLER HAMMER (1-N.O. & 1-N.C.) CAT# J11      C2-S9"
"306203","1206188","MOTOR, 20 HP ABB HYDRAULIC","BALDOR 1760 RPM 256TYZ W5-B1"
"417915","1206189","BEARING, TAKE-UP, ZN8-2207","I9-S5"
"518503","1206190","SOLENOID COIL-120V","301-00504-06   K2-S8"
"518154","1206191","9CH2164  STYLE 216","HANGER BRACKET      K4-S7"
"304283","1206192","FUSE BUSS KBC100 600V","C8-S1"
"519191","1206193","FUSE AJT-35","FUSE FOR ABB       K6-S7"
"520175","1206194","FIBERGLASS FABRIC 8816K1","(FOR:ARC FURNACE ROOF.) K8-TOP"
"302110","1206195","SWITCH SM2A912LV","B3-S4"
"517452","1206196","SUBPLATE 3/4 NPT PORTS","AD05HSPS12P (ITEM#02009155)       K3-S5"
"420199","1206197","PLAIN WHEELS 70569","J3-S7"
"420099","1206198","TRACTOR AXLE 28-1-2-1267","37-024A    J4-S8"
"415495","1206199","INLINE AIR FILTER","PART#4414K34      H5-S5"
"415496","1206200","FILTER ELEMENT-3","FOR INLINE FILTER  PART#4414K39      H5-S5"
"521437","1206201","ROD END 2500.127.1.5011 W/WIRE","L9-S1"
"302540","1206202","CARD, 1756IA16 79-132","VAC INPUT 16P  17560A16        T9-S1"
"523851","1206203","ELECTRIC DUMP VALVE","PART# P74C-NGC-PFN     L2-S2"
"302545","1206204","CARD, 1756PA72 85-265","VAC POWER SPLY 1756PA72 85-265        T1-S2"
"523850","1206205","SOLENOID COIL 22MM,24VDC","PART# V10626-A13L      L2-S2"
"523305","1206206","ROLLERS 52-1/2"" 1-3/16"" SHAFT","19-008      X-1"
"524299","1206207","DOME SEAL 31902-4 (ITEM#17)","FOR OUR SERIAL# 223 DFT 11      N7-S2"
"306956","1206208","TRANFORMER DRY TYPE  180 KVA","60H, 150D RISE, 220 D INSUL.,480V-120Y/70V, 3R, FLOOR MOUNT"
"415107","1206209","OIL AIR SEPARATOR 54509427","(60-060)       W34"
"517099","1206210","CRANE HOOK FOR #3 CRANE","DRAWING# 003-003-01-001  USES 00517118     K2-S8"
"517098","1206211","CRANE HOOK FOR #1 CRANE","DRAWING# 001-013-01-001   USES 00517118     K2-S9"
"517097","1206212","CRANE HOOK FOR(DESHAZO)1024402","BLANK NEEDS MACHINING 18"" SHANK (USES 1024402 BLANK)"
"415229","1206213","FILTER ELEMENT FOR IRHE850","PART#88343454      H8-TOP"
"408749","1206214","Cleaner C-NF","G2-CAB"
"408748","1206215","Developer D-NF","G2-CAB"
"601099","1206216","BUSHING, 6381K15 BRONZE","3/4"" I.D.X1.25 O.D.X3"" LONG       P7-S2"
"518500","1206217","DIAPHRAGM VAVLE FP-40","301-00507-01        K2-S11"
"415206","1206218","REGULATOR, 3/4"" (AIR)","AR40-N06GH-Z (02007112)     H8-S5"
"415540","1206219","DIAGRAPH KIT K4502","H5-S3"
"523220","1206220","FITTING, 9S12J12-P12","***HYD SWIVEL***        L4-S8"
"419184","1206221","22212 E/C3 BEARING SKF","FOR:03-003     I2-S5"
"419185","1206222","472150 OIL SEAL (NATIONAL)","FOR:03-003      J4-S4"
"419295","1206223","TXT 325 DODGE TAPER BUSHING","REDUCER 243502     W6-B2"
"306196","1206224","MOTOR #59825K36","CORE ROOM MIXER          N2-S9"
"417836","1206225","BEARING FLANGE FCE315R 3-15/16","DODGE PILOTED     I7-S10"
"202518","1206226","MS CONN WITH HOUSING#305-00023","DT-260 BF 48 TIP   B7-S8"
"404104","1206227","30MMX200MM ALLEN HEAD SCREW","BOLTS FOR GRIPPER FOR CLANSMAN    F7-S3"
"401710","1206228","24MM ALL THREAD GRADE 8","36"" LENGTHS ROD       L1-STANDING"
"413903","1206229","VALVE, VICKERS (879249)","#DG4S4-012A-B-60    G9-S3"
"523221","1206230","ROD COUPLER, 1-1/4-12 (1250F)","L4-S8"
"419199","1206231","PUMP/MOTOR ASSY, SELF PRIMING","NPT PORTS KYNAR W/2HP MOTO  W3-B2"
"417246","1206232","BEARING, SKF #22220 EK/C3","TAPERED GOES WITH 417611 & 417103   I3-S7"
"538099","1206233","VALVE W/ACTUATOR, NB MOLDING","IS-3WL-20-85-DA-PN 2"" SS 3-WAY L W/PNDA BI-TORQ"
"524026","1206234","VALVE, REXROTH R978875805","4WE6J6X/EW110N9DA/V     L3-S3"
,"1206235","BB 05-02 STRAP 8630 Steel",""
"520206","1206236","SERVO DRIVE V9B-A","PART# VSSEN325-A 9Z40047       M9-S5"
"520207","1206237","EFBF MOTOR OUPUT FILTER","PART# PROT622-EFBF 9Z39625  M9-S5"
"522656","1206238","BEARING, FLANGE, #FB22439H","I5-S1"
"522657","1206239","GEAR BOX TA5215H40","FOR 20-025 BUCKET ELEVATOR (DODGE)          W23-S1"
"522659","1206240","BEARING, PB22439H PIL BLK","LINKBELT, REXROTH      I5-S1"
"522661","1206241","BEARING, FLANGE, #FB22431H","I5-S1"
"522662","1206242","REDUCER,TA2115H33 TAPER BUSHED","(DODGE)       W23-S1"
"520216","1206243","PRESSURE SWITCH 0.2","PART# PNEUMA362   M9-S8"
"520217","1206244","PRESS TRANSMITTER 0-1 BAR","PART# PNEUMA221 9Z38594   M9-S8"
"520218","1206245","PROPORTION #ASSMQBTRDS0001506","W/ REGULATOR           M9-S8"
"522086","1206246","RPM1300MD70S1G1100","1300 MM TEMPOSONIC         M2-STANDING"
"522085","1206247","MAGNET, 251416-2 90 DEGREE","M2-S6"
"803216","1206248","F PIN (CALIBRATED)","FOR BRINELL TESTER      Q2-S1"
"302112","1206249","SWITCH, PROX M100 C2 D1","M1001V10F           B2-S2"
"416000","1206250","POWER ROLLER 593420","44.9375 BF 2.5DIA 11/16 HEX          W77-FL"
"107109","1206251","PAINT, ROLLER COVER 4""","B7-S3"
"414354","1206252","2.500X19.00 * C-MP1-PP-C-1""ROD","3/4-16  MALE THREAD W7-B5"
"302498","1206253","CONTACT ECX1030-2","NORMAL CLOSED 22MM          C7-S3"
"302497","1206254","CONTACT ECX1040-2","NORMALLY OPEN 22MM                C7-S3"
"521598","1206255","12"" DOME B24512-00","**MUST BE SENT OUT TO BE CHROMED***     L9-FL"
"522667","1206256","PRESSURE MODULE P/N# 100509-01","MODEL# DCP100A SERIAL# IP89425-E28V      T1-S2"
"304295","1206257","FUSE CONTROL","HVB1-1/2    C8-S4"
"520208","1206258","MOTORIZED STOPPER ROD MECH.","PART# VSERTGD137-PC864  9Z30694            W6-B4"
"520219","1206259","FILTER 50 MICRONS 2""","PART# PNEUMA365 9Z38747   M9-S7"
"520220","1206260","BRASS Y-STRAINER FY30 2""","PART# PNEUMA230 9Z38606      M9-S8"
"305180","1206261","BULB PHLMH400U (METAL HALIDE)","FOR BALLAST 00309628       D9-S4"
"304099","1206262","FUSE AJT-20","AJT -20 FUSE      C8-S4"
"107110","1206263","PAINT, ROLLER COVER 9""","B7-S3"
"107111","1206264","PAINT, FRAME 4""","A8"
"107112","1206265","PAINT, FRAME 9""","A8"
"107113","1206266","PAINT, PAN ONLY","B7-S3"
"408841","1206267","BOLT 3/8""""x11"""" GRADE 5""","L3-S6"
"523848","1206268","SEAL, BRENNAN 9900-20 BONDED","BRENNAN 9900-20 BRITISH BONDED SEAL  L1-S2"
"523847","1206269","SEAL, BRENNAN 9900-24 BONDED","BRENNAN 9900-24 BRITISH BONDED SEAL  L1-S2"
"408359","1206270","FLASHBACK ARRESTOR SET","PART# RAD64003942                   F4-S7"
"411163","1206271","FILTER SF-6707-MG/2","FOR NEW ROLL-OVER  P/T# SF-6707-MG/2   O6-S1"
"411164","1206272","FLOW CONTROL D05","FOR NEW ROLL-OVER  O6-S3"
"411165","1206273","REDUCING MODULE D05","FOR NEW ROLL-OVER  O6-S3"
"411166","1206274","AIR BAG FIRESTONE","P/T# W01-358-7001 (1-0117-A1GT 27313025)  O6-S1"
"411167","1206275","TANDEM PUMP FOR NEW ROLL-OVER","MODEL# A1OVS0100DFR/31R    W23-S1"
"304298","1206276","FUSE, BUSS 10 AMP AGC","C7-S5"
"302708","1206277","STARTER,MOTOR SIZE 5  CONTACTS","""SIEMENS"" SIE3RT1966A      C4-S1"
"533095","1206278","SOLENOID, DIRECTIONAL BLOCKING","VALVE  P/N H-04752 (LARGE MOLD HANDLER)     O7-S2"
"306743","1206279","ECG 129","D5-S1"
"306744","1206280","VARSITOR V460LA40B","VARISTOR (TYPE L     D5-S2"
"306745","1206281","RECTIFIER 50RIA120","(SILICON)      D5-S4"
"306746","1206282","RECTIFIER (40 AMP)","(40RCS1201RC)     D5-S3"
"306747","1206283","RESISTOR (20 AV 1000)","D5-S6"
"306748","1206284","DIODE (ECG5858)","D5-S2"
"308115","1206285","WIRE, THHN STR.GREEN #16","E2-S1"
"308116","1206286","WIRE, #14  THHN STR.BLACK","E2-S3"
"308117","1206287","WIRE,  HEAT TRACECABLE","CHRSRL-32                     A1"
"308118","1206288","WIRE,  #12 THHN STR.GREEN","E2-S2"
"306754","1206289","POTENTIOMETER 62JA10K","753-0141 10K OHM 10 TURN 2WATT POT.        D5-S3"
"812238","1206290","SHELL OMALA 220 COMPOUND","400 LB CONTAINER(REPLACES CITGO EP COMPOUND)#812232"
"702401","1206291","STAINLESS MIG WIRE .035 309F8","F3-S3"
"702402","1206292","309 STAINLESS MIG WIRE .045","F2-S8"
"812205","1206293","SHELL TELLUS PLUS 32 HYDRAULIC OIL","55/1 42061       OIL ROOM"
"812207","1206294","SHELL ROTELLAT 30W 55/1","(55 GAL DRUM) 41050      OIL ROOM"
"303358","1206295","LEDGER PLATE (OUT)","(10250TM27)      C6-S10"
"408514","1206296","ELECTRIC TAPE #23VINYL PLASTIC","3/4"" TAPE HIGH VOLTAGE      F1-S4"
"303359","1206297","LEDGER PLATE, ""RESET""","#CH10250TM29         C6-S10"
"303360","1206298","LEDGER PLATE (REVERSE)","10250TM3O        C6-S10"
"306634","1206299","CAPACITOR CGS222T350W5L","350 VDC   2200MFD.      D5-S1"
"306636","1206300","CAPACITORS (TVA-1508-20VFO-250)","D6-S6"
"306707","1206301","RESITOR 25 WATT VP25K 5 OHM","25WATT RESISTOR      D5-S4"
"408515","1206302","HIGH VOLTAGE ELECTRIC TAPE","3M-70    F1-S4"
"308810","1206303","BOLT CONNECTOR 4H-4CU SPLIT BO","E3-S9"
"308812","1206304","BOLT CONNECTOR DS-10 4-1/0 STR","BOLT CONNECTOR BURKS25      E3-S9"
"308813","1206305","BOLT CONNECTOR #500M SPLIT","BOLT CONNECTOR 2/0 SOL.  E3-S2"
"308814","1206306","TERRMINAL SPADE  #22-18 18RA8F","SPADE TERMINAL      E4-S1"
"308815","1206307","TERMINAL END 14RB10 CLOSED","END TERMINAL E4-S3"
"411754","1206308","BOLT DIE 1/2""-13 N.C.","(UNIVERSAL HEAD)      G5-S1"
"414103","1206309","86615 SEAL C/R 220","X 250 X 16MM      H9-S3"
"304252","1206310","FUSE FUSETRON  FNM-25","C7-S6"
"304254","1206311","FUSE BUSS ATC-15","C7-S6"
"304255","1206312","FUSE GOULD TRS 250 R","250 A.  600 V.     C9-S4"
"308820","1206313","NYLON SPLICE #2RA-18","SPLICE #22-18     E4-S2"
"308821","1206314","NYLON SPLICE #2RB-14","SPLICES #16-14      E4-S2"
"308822","1206315","NYLON #2RC10","SPLICE #12-10     E4-S2"
"308823","1206316","TERMINALS #18RA6F","E4-S2"
"308824","1206317","CONTACT SECTION #824","TYPE T.S. WIRE     E4-S4"
"308825","1206318","LUGS#B14-250A T & B","LUGS (20-14) E4-S2"
"308827","1206319","LUG-QIK #QA28-B-(3/0-4/0)","E3-S2"
"304601","1206320","FUSE CLIP KIT (SZ.1)","30 AMP 600 VOLTS)    C6-S2"
"304603","1206321","FUSE BLOCK H60030-IC 600VOLT","30AMP(600 VOLT)     D9-S3"
"304604","1206322","FUSE HOLDER FAB1D8/NX","CLIP STYLE MOUNING 15.5 K      C8-FL"
"305139","1206323","LAMP MERCURY VAPOR","#H39KC-175/DX 175WATT      D8-S7"
"411565","1206324","CHUCK CAP. 5/64""-1/2""","JACOBS 6283D 3/8""-24 THREADS"
"106053","1206325","LETTERING SET 1623T17 3"" 33PC","LETTER SET      B7-S5"
"301400","1206326","HORN DOUBLE PROJECTOR","CAT# PR2         (BEIGE)     B4-S3"
"301401","1206327","HORN -5410 120VOLT","AC 21 AMP)      B4-S3"
"302000","1206328","LIMIT SWITCH 801-B69-8221-1","B2-S9"
"302599","1206329","CONTACT, AUXILLARY  9999 SX-7","SQ. D SERIES B    C3-S2"
"204844","1206330","TIMER, T1K00060-461",".6 - 60 SECOND     B3-S1"
"302008","1206331","LIMIT SWITCH E50KL201","ADJUSTING LEVER B2-S10"
"304145","1206332","FUSE (GMA-6)","C8-S7"
"304146","1206333","FUSE (FRN-3/10)","C7-S6"
"304147","1206334","FUSE CLASS K5  FRN-3 2/10","C7-S6"
"517407","1206335","DOOR JAMB RH 32 1/4","L FOR 7FT. 3 T51710       W-89"
"415532","1206336","VAVLE POP-OFF 125 LB.","SETTING 1 1/2""NPT      H5-S4"
"519107","1206337","PROXIMITY SENSOR 872C-D15NE30-","D4 INDUCTIVE PROXIMITY SENSOR INPUT 10-30VDC N.O.  K5-S6"
"415533","1206338","25647-549 SOLENOID VALVE","RCA 302 36V. 1/8""      H5-S4"
"415534","1206339","8353C33 VAVLE QUICK","EXHAUST ASCO H       H5-S6"
"421172","1206340","NIPPLE 2"" X 6"" SCH. 80","J2-S4"
"421173","1206341","NIPPLE 2 1/2"" X CLOSE","NIPPLE SCH. 40      J2-S4"
"421139","1206342","3/4"" 90 DEGREE ELBOW","THREADED ELBOW SCH. 80       J2-S2"
"519110","1206343","STAINLESS CLAMP 620-016 HSS-16","ALL STAINLESS HOSE CLAMP       K5-S6"
"519111","1206344","HOSE CLAMP 620-024","ALL STAINLESS 1-1/16""  K5-S7"
"421141","1206345","1 1/4"" 90 DEGREE ELBOW","THREADED ELBOW SCH. 80       J2-S2"
"519112","1206346","HOSE CLAMP S.S. 620-036 HSS-36","ALL STAINLESS HOSE CLAMP      K5-S7"
"519113","1206347","HOSE CLAMP S.S. 620-040 HSS-40","ALL STAINLESS HOSE CLAMP      K5-S7"
"421142","1206348","1 1/2"" 90 DEGREE ELBOW","THREADED ELBOW SCH. 80      J2-S2"
"519114","1206349","STRAINER SCREEN 2018-059-0008A","SET 9""DIA.TANK        K5-S6"
"421143","1206350","2"" 90 DEGREE THREADED ELBOW","ELBOW SCH. 80       J2-S2"
"421715","1206351","4"" TEE WELD TYPE","J1-S7"
"421811","1206352","#3 WELD-NECK FLANGE","J1-S4"
"517432","1206353","PLUG R-51419-J  1 P.N. 5704530","7/16 X 1 LONG      K3-S4"
"417160","1206354","BEARING, 207K","I1-S8"
"812220","1206355","SHELL TONNA V 220 55/1","55 GAL DRUM 42063A       OIL ROOM"
"812221","1206356","CASTROL MOLUB ALLOY","OG 8031/2200-00        400 LB. DRUM       76624-BT20"
"702952","1206357","CHINA MARKE BRIT YELLOW","G1-S1"
"702953","1206358","HV ASSY. COMPLETE 0603801","G2-S2"
"609112","1206359","HOSE, 3/4"" BRASS BRAIDED","4 1/2' W/3/4NPT       P6-S3"
"609113","1206360","HOSE, 1-1/4"" X 24"" S.S.","BRAIDED GAS HOSE       P6-S4"
"532137","1206361","BURNER ASSEMBLY 4442-6","FOR: #4 FURNACE       W-77"
"532400","1206362","CASTER, RIGID, #R-MD-63FST","TIMBRQ CASTERS   O1-S5"
"533102","1206363","CARD, D3-08TA-1","115/230 VAC OUTPUT        T2-S2"
"533104","1206364","PLC, D3-08NA-1","INPUT MODULE     T2-S2"
"533105","1206365","SPEED CLIPS S.S. W/1/4 HOLES","CLIPS W/1/4 HOLES HL-114 [INSTWIST]         O5-S6"
"803211","1206366","IDLER PULLEY, M-9426E-5","BEARING CROWNED ALUMINUM      Q2-S4"
